Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
HEYL	ENST00000372852.3	hairy/enhancer-of-split related with YRPW motif-like 	37	1	0	1	0	3	hsa-miR-338-5p	-0.02	-0.02	N/A
PALM2	ENST00000448454.2	paralemmin 2 	35	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF407	ENST00000299687.5	zinc finger protein 407 	42	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ATRNL1	ENST00000355044.3	attractin-like 1 	26	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SYT6	ENST00000607941.1	synaptotagmin VI 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHAC1	ENST00000253807.2	protocadherin alpha subfamily C, 1 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF391	ENST00000244576.4	zinc finger protein 391 	63	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DAZ3	ENST00000382365.2	deleted in azoospermia 3 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RBMX2	ENST00000305536.6	RNA binding motif protein, X-linked 2 	139	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
LRIT3	ENST00000594814.1	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FAM208B	ENST00000328090.5	family with sequence similarity 208, member B 	42	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF512	ENST00000355467.4	zinc finger protein 512 	189	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CSGALNACT1	ENST00000454498.2	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	77	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MC1R	ENST00000555147.1	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor) 	49	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RUNX3	ENST00000399916.1	runt-related transcription factor 3 	378	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RASD2	ENST00000216127.4	RASD family, member 2 	10	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ISX	ENST00000308700.6	intestine-specific homeobox 	251	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
CLEC1A	ENST00000315330.4	C-type lectin domain family 1, member A 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TSTD2	ENST00000341170.4	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 	219	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
KCTD7	ENST00000275532.3	potassium channel tetramerization domain containing 7 	693	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
ADAMTS17	ENST00000268070.4	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	19	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SDK2	ENST00000392650.3	sidekick cell adhesion molecule 2 	8	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
DSE	ENST00000452085.3	dermatan sulfate epimerase 	975	2	0	2	0	3	hsa-miR-338-5p	-0.02	-0.04	N/A
METTL21B	ENST00000333012.5	methyltransferase like 21B 	51	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
C1orf204	ENST00000368102.1	chromosome 1 open reading frame 204 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF660	ENST00000322734.2	zinc finger protein 660 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SCN5A	ENST00000414099.2	sodium channel, voltage-gated, type V, alpha subunit 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
PRKCB	ENST00000303531.7	protein kinase C, beta 	81	1	0	1	0	4	hsa-miR-338-5p	-0.02	-0.02	N/A
SOWAHB	ENST00000334306.2	sosondowah ankyrin repeat domain family member B 	25	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
C1QTNF5	ENST00000528368.1	C1q and tumor necrosis factor related protein 5 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
METTL6	ENST00000443029.1	methyltransferase like 6 	20	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MFRP	ENST00000555262.1	membrane frizzled-related protein 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MRVI1	ENST00000421747.1	murine retrovirus integration site 1 homolog 	26	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CCR2	ENST00000400888.2	chemokine (C-C motif) receptor 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RCSD1	ENST00000367854.3	RCSD domain containing 1 	32	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CRX	ENST00000221996.7	cone-rod homeobox 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ITGA6	ENST00000375221.2	integrin, alpha 6 	1328	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SRC	ENST00000373578.2	v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog 	170	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TMEM229B	ENST00000557006.1	transmembrane protein 229B 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
L1TD1	ENST00000498273.1	LINE-1 type transposase domain containing 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SELE	ENST00000367781.4	selectin E 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MYH15	ENST00000273353.3	myosin, heavy chain 15 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FTSJ2	ENST00000440306.2	FtsJ RNA methyltransferase homolog 2 (E. coli) 	2880	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CLASP2	ENST00000539981.1	cytoplasmic linker associated protein 2 	554	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
KLHL31	ENST00000370905.3	kelch-like family member 31 	16	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
KLHL32	ENST00000369261.4	kelch-like family member 32 	11	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
RNF185	ENST00000326132.6	ring finger protein 185 	97	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA8	ENST00000531613.1	protocadherin alpha 8 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
HSP90AA1	ENST00000216281.8	heat shock protein 90kDa alpha (cytosolic), class A member 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
RP11-113D6.10	ENST00000527059.1	Putative mitochondrial carrier protein LOC494141  	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DGKG	ENST00000265022.3	diacylglycerol kinase, gamma 90kDa 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA11	ENST00000398640.2	protocadherin alpha 11 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
LRRC15	ENST00000347624.3	leucine rich repeat containing 15 	12	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FAT3	ENST00000298047.6	FAT atypical cadherin 3 	30	1	0	1	0	3	hsa-miR-338-5p	-0.02	-0.02	N/A
TTC31	ENST00000233623.5	tetratricopeptide repeat domain 31 	132	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHAC2	ENST00000289269.5	protocadherin alpha subfamily C, 2 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MORC3	ENST00000400485.1	MORC family CW-type zinc finger 3 	142	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
POU3F2	ENST00000328345.5	POU class 3 homeobox 2 	274	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
RBFOX1	ENST00000355637.4	RNA binding protein, fox-1 homolog (C. elegans) 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
CXCL9	ENST00000264888.5	chemokine (C-X-C motif) ligand 9 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
SLC38A11	ENST00000303735.4	solute carrier family 38, member 11 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZDHHC15	ENST00000373367.3	zinc finger, DHHC-type containing 15 	5	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RORB	ENST00000376896.3	RAR-related orphan receptor B 	5	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
TRAF1	ENST00000373887.3	TNF receptor-associated factor 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZBTB46	ENST00000245663.4	zinc finger and BTB domain containing 46 	71	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FBXO34	ENST00000313833.4	F-box protein 34 	80	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GRM7	ENST00000486284.1	glutamate receptor, metabotropic 7 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
IKBKG	ENST00000393549.2	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FCHO2	ENST00000430046.2	FCH domain only 2 	158	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
KDM1B	ENST00000388870.2	lysine (K)-specific demethylase 1B 	238	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PLXNC1	ENST00000258526.4	plexin C1 	47	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
IST1	ENST00000329908.8	increased sodium tolerance 1 homolog (yeast) 	305	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZDHHC18	ENST00000374142.4	zinc finger, DHHC-type containing 18 	268	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
LAMC2	ENST00000264144.4	laminin, gamma 2 	21	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CHRNA2	ENST00000407991.1	cholinergic receptor, nicotinic, alpha 2 (neuronal) 	5	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SMARCA2	ENST00000349721.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 	158	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ATRN	ENST00000262919.5	attractin 	39	2	0	0	2	2	hsa-miR-338-5p	-0.02	-0.02	N/A
ZBTB39	ENST00000300101.2	zinc finger and BTB domain containing 39 	7	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
MYOCD	ENST00000425538.1	myocardin 	62	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
DAZ1	ENST00000405239.1	deleted in azoospermia 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SLC6A19	ENST00000304460.10	solute carrier family 6 (neutral amino acid transporter), member 19 	139	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SP8	ENST00000418710.2	Sp8 transcription factor 	95	3	1	2	0	2	hsa-miR-338-5p	-0.02	-0.13	N/A
SLC26A7	ENST00000276609.3	solute carrier family 26 (anion exchanger), member 7 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
PKD1L1	ENST00000289672.2	polycystic kidney disease 1 like 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SWAP70	ENST00000318950.6	SWAP switching B-cell complex 70kDa subunit 	492	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ECT2L	ENST00000423192.1	epithelial cell transforming sequence 2 oncogene-like 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA1	ENST00000504120.2	protocadherin alpha 1 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ATP1B4	ENST00000218008.3	ATPase, Na+/K+ transporting, beta 4 polypeptide 	5	2	0	2	0	0	hsa-miR-338-5p	-0.02	-0.04	N/A
HERC3	ENST00000402738.1	HECT and RLD domain containing E3 ubiquitin protein ligase 3 	50	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ESR1	ENST00000440973.1	estrogen receptor 1 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
ZIC2	ENST00000376335.3	Zic family member 2 	1173	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
TXNDC8	ENST00000374507.4	thioredoxin domain containing 8 (spermatozoa) 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MMAA	ENST00000281317.5	methylmalonic aciduria (cobalamin deficiency) cblA type 	38	3	1	0	2	0	hsa-miR-338-5p	-0.02	-0.07	N/A
CCDC28A	ENST00000332797.6	coiled-coil domain containing 28A 	543	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PLCB1	ENST00000378641.3	phospholipase C, beta 1 (phosphoinositide-specific) 	21	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GABRG2	ENST00000356592.3	gamma-aminobutyric acid (GABA) A receptor, gamma 2 	24	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
CELF2	ENST00000315874.4	CUGBP, Elav-like family member 2 	56	1	0	1	0	5	hsa-miR-338-5p	-0.02	-0.02	N/A
UHRF2	ENST00000276893.5	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase 	64	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CDC23	ENST00000394886.2	cell division cycle 23 	740	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
NCOA7	ENST00000392477.2	nuclear receptor coactivator 7 	2967	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MINPP1	ENST00000371994.4	multiple inositol-polyphosphate phosphatase 1 	1079	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
CDC42EP3	ENST00000295324.3	CDC42 effector protein (Rho GTPase binding) 3 	1749	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
BAZ2B	ENST00000392782.1	bromodomain adjacent to zinc finger domain, 2B 	25	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
FAM83F	ENST00000333407.6	family with sequence similarity 83, member F 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DAZ4	ENST00000382290.3	deleted in azoospermia 4 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SMAD9	ENST00000399275.2	SMAD family member 9 	62	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA9	ENST00000532602.1	protocadherin alpha 9 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
POU5F1B	ENST00000465342.2	POU class 5 homeobox 1B 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ENTPD3	ENST00000301825.3	ectonucleoside triphosphate diphosphohydrolase 3 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CFTR	ENST00000454343.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7) 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
AL355390.1	ENST00000325811.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SON	ENST00000290239.6	SON DNA binding protein 	161	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SFMBT2	ENST00000361972.4	Scm-like with four mbt domains 2 	107	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SGSM2	ENST00000426855.2	small G protein signaling modulator 2 	381	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DPYSL3	ENST00000398514.3	dihydropyrimidinase-like 3 	5209	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA6	ENST00000529310.1	protocadherin alpha 6 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
APBA1	ENST00000265381.4	amyloid beta (A4) precursor protein-binding, family A, member 1 	12	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF831	ENST00000371030.2	zinc finger protein 831 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
PAX7	ENST00000420770.2	paired box 7 	7	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF23	ENST00000497160.1	zinc finger protein 23 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
IL16	ENST00000394660.2	interleukin 16 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CNTNAP2	ENST00000361727.3	contactin associated protein-like 2 	29	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
DMXL2	ENST00000251076.5	Dmx-like 2 	46	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SOWAHA	ENST00000378693.2	sosondowah ankyrin repeat domain family member A 	138	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
STAT2	ENST00000314128.4	signal transducer and activator of transcription 2, 113kDa 	33	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ITGA9	ENST00000264741.5	integrin, alpha 9 	9	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
POTEM	ENST00000551509.1	POTE ankyrin domain family, member M 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
AQPEP	ENST00000357872.4	Aminopeptidase Q  	11	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AMER1	ENST00000330258.3	APC membrane recruitment protein 1 	11	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MAP2K7	ENST00000397981.3	mitogen-activated protein kinase kinase 7 	164	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DSG4	ENST00000359747.4	desmoglein 4 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
USP28	ENST00000003302.4	ubiquitin specific peptidase 28 	85	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NIPAL2	ENST00000341166.3	NIPA-like domain containing 2 	7	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SNRK	ENST00000429705.2	SNF related kinase 	153	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DOCK9	ENST00000376460.1	dedicator of cytokinesis 9 	172	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
BIRC3	ENST00000532808.1	baculoviral IAP repeat containing 3 	9	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SLC5A1	ENST00000266088.4	solute carrier family 5 (sodium/glucose cotransporter), member 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
KMO	ENST00000366559.4	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SNX20	ENST00000300590.3	sorting nexin 20 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF536	ENST00000355537.3	zinc finger protein 536 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZC3H11A	ENST00000332127.4	zinc finger CCCH-type containing 11A 	71	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA3	ENST00000522353.2	protocadherin alpha 3 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	1	0	4	hsa-miR-338-5p	-0.02	-0.02	N/A
KIDINS220	ENST00000256707.3	kinase D-interacting substrate, 220kDa 	87	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NPFFR1	ENST00000277942.6	neuropeptide FF receptor 1 	5	2	0	0	2	3	hsa-miR-338-5p	-0.02	-0.02	N/A
TGM2	ENST00000361475.2	transglutaminase 2 	731	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CYP1B1	ENST00000260630.3	cytochrome P450, family 1, subfamily B, polypeptide 1 	111	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PARPBP	ENST00000378128.3	PARP1 binding protein 	456	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NT5DC3	ENST00000392876.3	5'-nucleotidase domain containing 3 	235	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
ARHGAP19-SLIT1	ENST00000453547.2	ARHGAP19-SLIT1 readthrough (NMD candidate) 	15	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
NPAS4	ENST00000311034.2	neuronal PAS domain protein 4 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DAZ2	ENST00000382449.1	deleted in azoospermia 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
BOD1L2	ENST00000585477.1	biorientation of chromosomes in cell division 1-like 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PTPN11	ENST00000351677.2	protein tyrosine phosphatase, non-receptor type 11 	52	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PPP1R17	ENST00000342032.3	protein phosphatase 1, regulatory subunit 17 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
UNK	ENST00000293218.3	unkempt homolog (Drosophila) 	124	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PHF20L1	ENST00000395386.2	PHD finger protein 20-like 1 	169	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
TRIM37	ENST00000262294.7	tripartite motif containing 37 	1070	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCSK6	ENST00000348070.1	proprotein convertase subtilisin/kexin type 6 	670	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SPATA13	ENST00000382108.3	spermatogenesis associated 13 	900	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ALG2	ENST00000476832.1	ALG2, alpha-1,3/1,6-mannosyltransferase 	1301	3	0	2	1	1	hsa-miR-338-5p	-0.02	-0.16	N/A
B4GALT5	ENST00000371711.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 	1000	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CDK5R1	ENST00000313401.3	cyclin-dependent kinase 5, regulatory subunit 1 (p35) 	335	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
YWHAG	ENST00000307630.3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 	5623	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
TMEM57	ENST00000399766.3	transmembrane protein 57 	459	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PALM2-AKAP2	ENST00000374530.3	PALM2-AKAP2 readthrough 	1287	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ATP13A3	ENST00000439040.1	ATPase type 13A3 	243	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FAM114A1	ENST00000358869.2	family with sequence similarity 114, member A1 	1504	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AC012123.1	ENST00000426194.1	Uncharacterized protein  	24	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.10	N/A
EXTL3	ENST00000220562.4	exostosin-like glycosyltransferase 3 	358	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AKAP2	ENST00000374525.1	A kinase (PRKA) anchor protein 2 	1287	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SHANK2	ENST00000449833.2	SH3 and multiple ankyrin repeat domains 2 	26	2	1	1	0	0	hsa-miR-338-5p	-0.02	-0.05	N/A
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SGK1	ENST00000367858.5	serum/glucocorticoid regulated kinase 1 	369	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RAB3IP	ENST00000483530.2	RAB3A interacting protein 	73	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.08	N/A
LPCAT1	ENST00000283415.3	lysophosphatidylcholine acyltransferase 1 	298	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ERBB3	ENST00000267101.3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 	926	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NKRF	ENST00000371527.1	NFKB repressing factor 	607	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MYLK3	ENST00000394809.4	myosin light chain kinase 3 	21	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SOCS4	ENST00000395472.2	suppressor of cytokine signaling 4 	336	1	0	1	0	3	hsa-miR-338-5p	-0.02	-0.02	N/A
MPP6	ENST00000222644.5	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) 	389	4	1	1	2	1	hsa-miR-338-5p	-0.02	-0.07	N/A
CCNG1	ENST00000340828.2	cyclin G1 	1547	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MYO1B	ENST00000339514.4	myosin IB 	3042	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SGOL1	ENST00000442720.1	shugoshin-like 1 (S. pombe) 	766	2	1	1	0	2	hsa-miR-338-5p	-0.02	-0.23	N/A
