Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ZMIZ1	ENST00000334512.5	zinc finger, MIZ-type containing 1 	568	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PCTP	ENST00000576183.1	phosphatidylcholine transfer protein 	476	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MAP3K1	ENST00000399503.3	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase 	137	2	0	0	2	1	rno-miR-338-5p	-0.02	-0.02	N/A
PLXNC1	ENST00000258526.4	plexin C1 	47	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SMARCA2	ENST00000349721.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 	158	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
ADAMTS17	ENST00000268070.4	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	19	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
PDE1C	ENST00000396193.1	phosphodiesterase 1C, calmodulin-dependent 70kDa 	106	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MKX	ENST00000375790.5	mohawk homeobox 	165	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SMARCAD1	ENST00000354268.4	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 	371	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TNR	ENST00000367674.2	tenascin R 	5	2	0	0	2	2	rno-miR-338-5p	-0.02	-0.02	N/A
KIAA0040	ENST00000423313.1	KIAA0040 	15	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
SLC1A1	ENST00000262352.3	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 	138	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SERTAD4	ENST00000367012.3	SERTA domain containing 4 	296	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MOB3C	ENST00000319928.3	MOB kinase activator 3C 	141	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
DOCK4	ENST00000428084.1	dedicator of cytokinesis 4 	211	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
OSMR	ENST00000274276.3	oncostatin M receptor 	2781	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
SPSB4	ENST00000310546.2	splA/ryanodine receptor domain and SOCS box containing 4 	419	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SIX4	ENST00000216513.4	SIX homeobox 4 	94	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
TMEM255A	ENST00000309720.5	transmembrane protein 255A 	113	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
MEX3B	ENST00000558133.1	mex-3 RNA binding family member B 	1401	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
PLXNA2	ENST00000367033.3	plexin A2 	8	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
KIAA2022	ENST00000055682.6	KIAA2022 	5	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
ZNF25	ENST00000302609.7	zinc finger protein 25 	11	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PPP4R1	ENST00000400556.3	protein phosphatase 4, regulatory subunit 1 	665	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
ZNF672	ENST00000306562.3	zinc finger protein 672 	189	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
WBP1L	ENST00000369889.4	WW domain binding protein 1-like 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
OLIG3	ENST00000367734.2	oligodendrocyte transcription factor 3 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KIAA2026	ENST00000399933.3	KIAA2026 	712	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
UNK	ENST00000293218.3	unkempt homolog (Drosophila) 	124	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
ATP6V1A	ENST00000273398.3	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A 	180	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
TMPRSS12	ENST00000551456.1	transmembrane (C-terminal) protease, serine 12 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
POLR2M	ENST00000299638.3	polymerase (RNA) II (DNA directed) polypeptide M 	21	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TEX15	ENST00000256246.2	testis expressed 15 	58	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
BGN	ENST00000331595.4	biglycan 	174	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SNRK	ENST00000429705.2	SNF related kinase 	153	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GCSAM	ENST00000308910.4	germinal center-associated, signaling and motility 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KCNA6	ENST00000433855.1	potassium voltage-gated channel, shaker-related subfamily, member 6 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
ARHGEF6	ENST00000370620.1	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 	15	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
DIXDC1	ENST00000440460.2	DIX domain containing 1 	307	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
TTC39B	ENST00000512701.2	tetratricopeptide repeat domain 39B 	161	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
IGDCC3	ENST00000327987.4	immunoglobulin superfamily, DCC subclass, member 3 	464	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PLEKHA2	ENST00000420274.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 	3303	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
FAM65B	ENST00000259698.4	family with sequence similarity 65, member B 	7	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
CD28	ENST00000324106.8	CD28 molecule 	5	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
FAM167A	ENST00000284486.4	family with sequence similarity 167, member A 	85	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GFRA3	ENST00000274721.3	GDNF family receptor alpha 3 	7	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KIAA0430	ENST00000396368.3	KIAA0430 	461	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
ITGA6	ENST00000375221.2	integrin, alpha 6 	1328	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SON	ENST00000290239.6	SON DNA binding protein 	161	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
RPS6KA2	ENST00000265678.4	ribosomal protein S6 kinase, 90kDa, polypeptide 2 	1043	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
CD164	ENST00000368961.5	CD164 molecule, sialomucin 	2038	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
AKAP2	ENST00000374525.1	A kinase (PRKA) anchor protein 2 	1287	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
VANGL1	ENST00000355485.2	VANGL planar cell polarity protein 1 	721	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PALM2-AKAP2	ENST00000374530.3	PALM2-AKAP2 readthrough 	1287	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
C1orf226	ENST00000458626.2	chromosome 1 open reading frame 226 	369	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
CEP44	ENST00000296519.4	centrosomal protein 44kDa 	376	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
NEK9	ENST00000238616.5	NIMA-related kinase 9 	733	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PARD3	ENST00000374768.1	par-3 family cell polarity regulator 	53	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.03	N/A
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	1	0	1	0	5	rno-miR-338-5p	-0.02	-0.04	N/A
WHSC1	ENST00000382895.3	Wolf-Hirschhorn syndrome candidate 1 	1148	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
AFF3	ENST00000409236.2	AF4/FMR2 family, member 3 	296	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
KBTBD7	ENST00000379483.3	kelch repeat and BTB (POZ) domain containing 7 	362	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GPR64	ENST00000379873.2	G protein-coupled receptor 64 	175	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GREM2	ENST00000318160.4	gremlin 2, DAN family BMP antagonist 	631	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
CPD	ENST00000225719.4	carboxypeptidase D 	1766	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
SLC7A2	ENST00000494857.1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	1233	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
PLXDC2	ENST00000377252.4	plexin domain containing 2 	506	2	1	1	0	1	rno-miR-338-5p	-0.02	-0.05	N/A
UBFD1	ENST00000395878.3	ubiquitin family domain containing 1 	6826	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
COQ10A	ENST00000433805.2	coenzyme Q10 homolog A (S. cerevisiae) 	885	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SLC25A51	ENST00000380590.3	solute carrier family 25, member 51 	170	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
SDPR	ENST00000304141.4	serum deprivation response 	38	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.03	N/A
BHLHA15	ENST00000609256.1	basic helix-loop-helix family, member a15 	136	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
C3orf62	ENST00000343010.3	chromosome 3 open reading frame 62 	146	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.23	N/A
MYO9A	ENST00000564571.1	myosin IXA 	137	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
LMAN2L	ENST00000264963.4	lectin, mannose-binding 2-like 	355	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.03	N/A
EYA4	ENST00000367895.5	eyes absent homolog 4 (Drosophila) 	242	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
CREB3L2	ENST00000330387.6	cAMP responsive element binding protein 3-like 2 	2872	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
B4GALT6	ENST00000306851.5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6 	146	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
ZKSCAN2	ENST00000328086.7	zinc finger with KRAB and SCAN domains 2 	81	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
STK36	ENST00000295709.3	serine/threonine kinase 36 	218	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GMEB1	ENST00000373816.1	glucocorticoid modulatory element binding protein 1 	154	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.03	N/A
NKX2-4	ENST00000351817.4	NK2 homeobox 4 	132	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MTX3	ENST00000509852.1	metaxin 3 	304	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
MAN2A1	ENST00000261483.4	mannosidase, alpha, class 2A, member 1 	1521	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GFRA2	ENST00000524240.1	GDNF family receptor alpha 2 	13	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.05	N/A
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
ONECUT2	ENST00000491143.2	one cut homeobox 2 	847	2	0	0	2	4	rno-miR-338-5p	-0.02	-0.02	N/A
DIDO1	ENST00000266070.4	death inducer-obliterator 1 	1279	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
GIPC2	ENST00000370759.3	GIPC PDZ domain containing family, member 2 	16	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.06	N/A
MAP4	ENST00000383737.4	microtubule-associated protein 4 	3914	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
NKTR	ENST00000232978.8	natural killer-tumor recognition sequence 	798	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
ITGA10	ENST00000369304.3	integrin, alpha 10 	62	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
YWHAQ	ENST00000381844.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide 	473	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
THOC2	ENST00000245838.8	THO complex 2 	157	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
PLCL2	ENST00000418129.2	phospholipase C-like 2 	122	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SEL1L	ENST00000336735.4	sel-1 suppressor of lin-12-like (C. elegans) 	1271	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
SORBS2	ENST00000284776.7	sorbin and SH3 domain containing 2 	1279	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KIAA1958	ENST00000337530.6	KIAA1958 	117	2	0	1	1	1	rno-miR-338-5p	-0.02	-0.03	N/A
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
CLVS2	ENST00000275162.5	clavesin 2 	19	4	0	1	3	3	rno-miR-338-5p	-0.02	-0.05	N/A
CPEB3	ENST00000412050.4	cytoplasmic polyadenylation element binding protein 3 	48	1	0	1	0	3	rno-miR-338-5p	-0.02	-0.02	N/A
UNC5D	ENST00000287272.2	unc-5 homolog D (C. elegans) 	37	1	1	0	0	0	rno-miR-338-5p	-0.02	-0.03	N/A
MIOS	ENST00000340080.4	missing oocyte, meiosis regulator, homolog (Drosophila) 	77	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.04	N/A
TMEM245	ENST00000374586.3	transmembrane protein 245 	1320	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PIP4K2B	ENST00000269554.3	phosphatidylinositol-5-phosphate 4-kinase, type II, beta 	148	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
THBS2	ENST00000366787.3	thrombospondin 2 	372	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
SLC12A2	ENST00000262461.2	solute carrier family 12 (sodium/potassium/chloride transporter), member 2 	655	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
SEMA3E	ENST00000307792.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E 	54	2	0	1	1	2	rno-miR-338-5p	-0.02	-0.05	N/A
RSF1	ENST00000308488.6	remodeling and spacing factor 1 	216	2	0	0	2	1	rno-miR-338-5p	-0.02	-0.02	N/A
S1PR1	ENST00000305352.6	sphingosine-1-phosphate receptor 1 	251	1	1	0	0	3	rno-miR-338-5p	-0.02	-0.05	N/A
KLHL26	ENST00000300976.4	kelch-like family member 26 	238	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.04	N/A
XPO4	ENST00000400602.2	exportin 4 	718	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	1	0	1	0	4	rno-miR-338-5p	-0.02	-0.02	N/A
MMS22L	ENST00000275053.4	MMS22-like, DNA repair protein 	102	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.03	N/A
GOLGA3	ENST00000204726.3	golgin A3 	944	2	0	0	2	2	rno-miR-338-5p	-0.02	-0.02	N/A
SH3BGRL2	ENST00000369838.4	SH3 domain binding glutamic acid-rich protein like 2 	32	2	0	2	0	1	rno-miR-338-5p	-0.02	-0.05	N/A
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	2	1	1	0	1	rno-miR-338-5p	-0.02	-0.05	N/A
MPDZ	ENST00000319217.7	multiple PDZ domain protein 	341	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
TDRD15	ENST00000405799.1	tudor domain containing 15 	0	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
MORC4	ENST00000535534.1	MORC family CW-type zinc finger 4 	112	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
SH3BGRL	ENST00000373212.5	SH3 domain binding glutamic acid-rich protein like 	2034	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
RTF1	ENST00000389629.4	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 	1869	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	2	0	0	2	2	rno-miR-338-5p	-0.02	-0.02	N/A
RBM25	ENST00000261973.7	RNA binding motif protein 25 	1190	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
SYNJ1	ENST00000357345.3	synaptojanin 1 	143	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
FBXL18	ENST00000382368.3	F-box and leucine-rich repeat protein 18 	92	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
RGS7BP	ENST00000334025.2	regulator of G-protein signaling 7 binding protein 	5	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
RBBP5	ENST00000264515.6	retinoblastoma binding protein 5 	166	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
PEA15	ENST00000360472.4	phosphoprotein enriched in astrocytes 15 	5239	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
PPM1K	ENST00000608933.1	protein phosphatase, Mg2+/Mn2+ dependent, 1K 	46	1	1	0	0	1	rno-miR-338-5p	-0.02	-0.05	N/A
SP8	ENST00000418710.2	Sp8 transcription factor 	95	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
FUT11	ENST00000394790.1	fucosyltransferase 11 (alpha (1,3) fucosyltransferase) 	622	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
CP	ENST00000264613.6	ceruloplasmin (ferroxidase) 	11	2	0	2	0	0	rno-miR-338-5p	-0.02	-0.04	N/A
ARHGAP12	ENST00000311380.4	Rho GTPase activating protein 12 	190	2	0	1	1	2	rno-miR-338-5p	-0.02	-0.03	N/A
MAL2	ENST00000276681.6	mal, T-cell differentiation protein 2 (gene/pseudogene) 	2056	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
TBCK	ENST00000273980.5	TBC1 domain containing kinase 	20	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
PRDM4	ENST00000228437.5	PR domain containing 4 	44	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
JAZF1	ENST00000283928.5	JAZF zinc finger 1 	869	2	0	1	1	0	rno-miR-338-5p	-0.02	-0.04	N/A
ADCYAP1	ENST00000579794.1	adenylate cyclase activating polypeptide 1 (pituitary) 	35	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.13	N/A
CCDC58	ENST00000291458.5	coiled-coil domain containing 58 	9	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.11	N/A
FAM160B1	ENST00000369248.4	family with sequence similarity 160, member B1 	91	2	0	1	1	2	rno-miR-338-5p	-0.02	-0.03	N/A
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	1	1	0	0	1	rno-miR-338-5p	-0.02	-0.03	N/A
DIAPH2	ENST00000324765.8	diaphanous-related formin 2 	91	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
IL17RD	ENST00000296318.7	interleukin 17 receptor D 	108	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	2	0	1	1	1	rno-miR-338-5p	-0.02	-0.05	N/A
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TMEM168	ENST00000312814.6	transmembrane protein 168 	195	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.10	N/A
HMGB1	ENST00000399489.1	high mobility group box 1 	800	2	0	2	0	0	rno-miR-338-5p	-0.02	-0.04	N/A
C5orf63	ENST00000535381.1	chromosome 5 open reading frame 63 	42	1	1	0	0	0	rno-miR-338-5p	-0.02	-0.15	N/A
HNMT	ENST00000280097.3	histamine N-methyltransferase 	530	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.09	N/A
BTBD7	ENST00000334746.5	BTB (POZ) domain containing 7 	590	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
CEP350	ENST00000367607.3	centrosomal protein 350kDa 	705	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	3	1	1	1	0	rno-miR-338-5p	-0.02	-0.23	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	0	1	1	1	rno-miR-338-5p	-0.02	-0.04	N/A
PNN	ENST00000216832.4	pinin, desmosome associated protein 	858	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.03	N/A
CLDND1	ENST00000341181.6	claudin domain containing 1 	24	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.07	N/A
C7orf31	ENST00000409280.1	chromosome 7 open reading frame 31 	40	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.03	N/A
CXXC4	ENST00000394767.2	CXXC finger protein 4 	121	2	0	0	2	0	rno-miR-338-5p	-0.02	-0.02	N/A
JMJD1C	ENST00000399251.1	jumonji domain containing 1C 	60	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
OXCT1	ENST00000196371.5	3-oxoacid CoA transferase 1 	1783	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
ZNF597	ENST00000301744.4	zinc finger protein 597 	159	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
GRAMD2	ENST00000309731.7	GRAM domain containing 2 	5	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
RBM47	ENST00000319592.4	RNA binding motif protein 47 	264	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
VPS37A	ENST00000324849.4	vacuolar protein sorting 37 homolog A (S. cerevisiae) 	339	1	1	0	0	1	rno-miR-338-5p	-0.02	-0.07	N/A
GSE1	ENST00000253458.7	Gse1 coiled-coil protein 	133	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.02	N/A
WASF3	ENST00000335327.5	WAS protein family, member 3 	24	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MED14	ENST00000324817.1	mediator complex subunit 14 	1038	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TMEM30B	ENST00000555868.1	transmembrane protein 30B 	10	1	1	0	0	0	rno-miR-338-5p	-0.02	-0.03	N/A
LANCL3	ENST00000378621.3	LanC lantibiotic synthetase component C-like 3 (bacterial) 	15	3	0	2	1	3	rno-miR-338-5p	-0.02	-0.05	N/A
TIPRL	ENST00000367833.2	TIP41, TOR signaling pathway regulator-like (S. cerevisiae) 	569	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
MED13L	ENST00000281928.3	mediator complex subunit 13-like 	73	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
TMED8	ENST00000216468.7	transmembrane emp24 protein transport domain containing 8 	53	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
PPIP5K2	ENST00000321521.9	diphosphoinositol pentakisphosphate kinase 2 	203	1	0	0	1	2	rno-miR-338-5p	-0.02	-0.03	N/A
PTPRB	ENST00000334414.6	protein tyrosine phosphatase, receptor type, B 	42	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
RPS6KA5	ENST00000261991.3	ribosomal protein S6 kinase, 90kDa, polypeptide 5 	64	1	0	0	1	3	rno-miR-338-5p	-0.02	-0.03	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	1	0	0	1	1	rno-miR-338-5p	-0.02	-0.04	N/A
UVRAG	ENST00000356136.3	UV radiation resistance associated 	116	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.02	N/A
IMPACT	ENST00000284202.4	impact RWD domain protein 	250	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.07	N/A
RAD1	ENST00000382038.2	RAD1 homolog (S. pombe) 	584	1	0	0	1	0	rno-miR-338-5p	-0.02	-0.05	N/A
EIF3H	ENST00000521861.1	eukaryotic translation initiation factor 3, subunit H 	27	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
ZXDA	ENST00000358697.4	zinc finger, X-linked, duplicated A 	25	1	0	1	0	0	rno-miR-338-5p	-0.02	-0.02	N/A
OSBPL8	ENST00000393249.2	oxysterol binding protein-like 8 	141	5	1	2	2	0	rno-miR-338-5p	-0.02	-0.09	N/A
NAPEPLD	ENST00000417955.1	N-acyl phosphatidylethanolamine phospholipase D 	13	1	0	0	1	2	rno-miR-338-5p	-0.02	-0.03	N/A
CBX6	ENST00000407418.3	chromobox homolog 6 	215	1	1	0	0	0	rno-miR-338-5p	-0.02	-0.03	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	1	0	1	0	1	rno-miR-338-5p	-0.02	-0.02	N/A
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.02	N/A
GNPTAB	ENST00000299314.7	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits 	82	1	0	1	0	2	rno-miR-338-5p	-0.02	-0.09	N/A
C5orf30	ENST00000319933.2	chromosome 5 open reading frame 30 	889	1	1	0	0	1	rno-miR-338-5p	-0.02	-0.20	N/A
