Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Slc30a7	ENSMUST00000067485.3	solute carrier family 30 (zinc transporter), member 7 	257	2	0	1	1	0	mmu-miR-338-5p	-0.02	-0.03	N/A
Spopl	ENSMUST00000132484.1	speckle-type POZ protein-like 	543	1	0	1	0	4	mmu-miR-338-5p	-0.02	-0.02	N/A
Slc23a2	ENSMUST00000028815.9	solute carrier family 23 (nucleobase transporters), member 2 	47	1	0	1	0	1	mmu-miR-338-5p	-0.02	-0.02	N/A
Erich5	ENSMUST00000060894.7	glutamate rich 5 	5	1	1	0	0	1	mmu-miR-338-5p	-0.02	-0.04	N/A
Meis2	ENSMUST00000110907.2	Meis homeobox 2 	161	2	0	1	1	1	mmu-miR-338-5p	-0.02	-0.06	N/A
Kdm2a	ENSMUST00000047898.8	lysine (K)-specific demethylase 2A 	185	1	1	0	0	0	mmu-miR-338-5p	-0.02	-0.03	N/A
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Tlr9	ENSMUST00000062241.10	toll-like receptor 9 	20	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Serpini1	ENSMUST00000029423.8	serine (or cysteine) peptidase inhibitor, clade I, member 1 	174	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.05	N/A
Zfp521	ENSMUST00000025288.7	zinc finger protein 521 	37	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Ebf2	ENSMUST00000176161.2	early B cell factor 2 	67	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Foxd2	ENSMUST00000068654.4	forkhead box D2 	18	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Slc6a5	ENSMUST00000056442.6	solute carrier family 6 (neurotransmitter transporter, glycine), member 5 	6	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Gm9930	ENSMUST00000066742.4	predicted gene 9930 	5	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Alkbh8	ENSMUST00000053407.6	alkB, alkylation repair homolog 8 (E. coli) 	693	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Glra3	ENSMUST00000000275.7	glycine receptor, alpha 3 subunit 	7	3	0	2	1	2	mmu-miR-338-5p	-0.01	-0.05	N/A
Agbl5	ENSMUST00000069705.5	ATP/GTP binding protein-like 5 	107	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Foxk2	ENSMUST00000106113.1	forkhead box K2 	526	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Dgkh	ENSMUST00000074729.5	diacylglycerol kinase, eta 	45	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Acvr1c	ENSMUST00000028178.8	activin A receptor, type IC 	173	2	0	2	0	1	mmu-miR-338-5p	-0.01	-0.08	N/A
Rtn3	ENSMUST00000065304.6	reticulon 3 	3047	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Rmnd5a	ENSMUST00000002292.9	required for meiotic nuclear division 5 homolog A (S. cerevisiae) 	291	2	0	1	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Plekha6	ENSMUST00000105082.3	pleckstrin homology domain containing, family A member 6 	725	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Wdr48	ENSMUST00000036561.6	WD repeat domain 48 	1058	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Elovl7	ENSMUST00000022207.8	ELOVL family member 7, elongation of long chain fatty acids (yeast) 	242	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Myot	ENSMUST00000025349.6	myotilin 	4007	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Plscr4	ENSMUST00000034941.8	phospholipid scramblase 4 	434	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Det1	ENSMUST00000032839.7	de-etiolated homolog 1 (Arabidopsis) 	230	2	0	1	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Aldh5a1	ENSMUST00000037615.6	aldhehyde dehydrogenase family 5, subfamily A1 	1043	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Nup35	ENSMUST00000028382.7	nucleoporin 35 	71	3	0	1	2	4	mmu-miR-338-5p	-0.01	-0.14	N/A
Hnrnpab	ENSMUST00000074669.4	heterogeneous nuclear ribonucleoprotein A/B 	3776	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Ssfa2	ENSMUST00000111785.3	sperm specific antigen 2 	309	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Grid1	ENSMUST00000043349.5	glutamate receptor, ionotropic, delta 1 	8	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
1810013L24Rik	ENSMUST00000023150.5	RIKEN cDNA 1810013L24 gene 	1935	2	0	1	1	3	mmu-miR-338-5p	-0.01	-0.04	N/A
Col6a2	ENSMUST00000001181.7	collagen, type VI, alpha 2 	2004	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.62	N/A
Gm10033	ENSMUST00000072427.4	predicted gene 10033 	188	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.08	N/A
Zfp780b	ENSMUST00000081618.7	zinc finger protein 780B 	267	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Ptx4	ENSMUST00000054930.6	pentraxin 4 	18	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Atl2	ENSMUST00000112437.2	atlastin GTPase 2 	2848	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Ksr2	ENSMUST00000180430.1	kinase suppressor of ras 2 	66	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Erbb4	ENSMUST00000119142.2	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian) 	27	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Cmtm4	ENSMUST00000179802.1	CKLF-like MARVEL transmembrane domain containing 4 	936	2	0	1	1	4	mmu-miR-338-5p	-0.01	-0.03	N/A
Rsl1	ENSMUST00000021997.6	regulator of sex limited protein 1 	85	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.10	N/A
Slc25a51	ENSMUST00000107796.2	solute carrier family 25, member 51 	225	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Zfp704	ENSMUST00000041124.7	zinc finger protein 704 	246	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Chordc1	ENSMUST00000001825.7	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 	1645	2	0	1	1	3	mmu-miR-338-5p	-0.01	-0.04	N/A
Ces1c	ENSMUST00000034189.9	carboxylesterase 1C 	1989	1	1	0	0	1	mmu-miR-338-5p	-0.01	-0.07	N/A
Itga1	ENSMUST00000061673.7	integrin alpha 1 	361	2	2	0	0	1	mmu-miR-338-5p	-0.01	-0.06	N/A
Gm5549	ENSMUST00000163241.2	predicted gene 5549 	64	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.08	N/A
Tsg101	ENSMUST00000014546.9	tumor susceptibility gene 101 	323	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Fastkd1	ENSMUST00000073152.7	FAST kinase domains 1 	16	2	0	2	0	2	mmu-miR-338-5p	-0.01	-0.09	N/A
Fam216b	ENSMUST00000066437.4	family with sequence similarity 216, member B 	42	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Ptk6	ENSMUST00000016511.5	PTK6 protein tyrosine kinase 6 	19	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Wdr72	ENSMUST00000055879.8	WD repeat domain 72 	229	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Tmeff1	ENSMUST00000030032.7	transmembrane protein with EGF-like and two follistatin-like domains 1 	13	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Ebna1bp2	ENSMUST00000030501.9	EBNA1 binding protein 2 	1499	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.07	N/A
Cdnf	ENSMUST00000036350.2	cerebral dopamine neurotrophic factor 	324	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Arnt2	ENSMUST00000085077.3	aryl hydrocarbon receptor nuclear translocator 2 	21	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Ccnl1	ENSMUST00000029416.8	cyclin L1 	849	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Alx1	ENSMUST00000167156.3	ALX homeobox 1 	16	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Tmem123	ENSMUST00000052865.10	transmembrane protein 123 	4268	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Hnrnpa1	ENSMUST00000036004.10	heterogeneous nuclear ribonucleoprotein A1 	1956	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Cep55	ENSMUST00000096096.5	centrosomal protein 55 	230	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.08	N/A
Xpr1	ENSMUST00000027741.6	xenotropic and polytropic retrovirus receptor 1 	1027	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Gid4	ENSMUST00000070681.6	GID complex subunit 4, VID24 homolog (S. cerevisiae) 	563	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Galc	ENSMUST00000021390.7	galactosylceramidase 	202	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Stxbp5l	ENSMUST00000114787.2	syntaxin binding protein 5-like 	46	2	2	0	0	4	mmu-miR-338-5p	-0.01	-0.17	N/A
Nhlrc2	ENSMUST00000071423.5	NHL repeat containing 2 	642	2	0	1	1	3	mmu-miR-338-5p	-0.01	-0.03	N/A
Dcp1a	ENSMUST00000022535.7	DCP1 decapping enzyme homolog A (S. cerevisiae) 	97	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Fut11	ENSMUST00000048016.1	fucosyltransferase 11 	700	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Ncor1	ENSMUST00000018645.7	nuclear receptor co-repressor 1 	783	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Alg14	ENSMUST00000039442.7	asparagine-linked glycosylation 14 	535	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Nrg2	ENSMUST00000115713.2	neuregulin 2 	16	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Stk17b	ENSMUST00000027263.8	serine/threonine kinase 17b (apoptosis-inducing) 	735	2	0	0	2	1	mmu-miR-338-5p	-0.01	-0.09	N/A
Tmem186	ENSMUST00000052505.8	transmembrane protein 186 	480	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Stk4	ENSMUST00000018353.8	serine/threonine kinase 4 	39	1	1	0	0	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Dctn4	ENSMUST00000025505.5	dynactin 4 	4459	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Emc7	ENSMUST00000069747.5	ER membrane protein complex subunit 7 	2218	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.13	N/A
Spon1	ENSMUST00000046687.10	spondin 1, (f-spondin) extracellular matrix protein 	104	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Ptprd	ENSMUST00000107289.3	protein tyrosine phosphatase, receptor type, D 	575	2	0	2	0	3	mmu-miR-338-5p	-0.01	-0.04	N/A
Reep1	ENSMUST00000121469.1	receptor accessory protein 1 	124	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Zfp831	ENSMUST00000059452.5	zinc finger protein 831 	7	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Wdr78	ENSMUST00000036451.9	WD repeat domain 78 	30	3	0	0	3	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Chmp4c	ENSMUST00000029049.5	charged multivesicular body protein 4C 	150	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.09	N/A
Spata18	ENSMUST00000071077.8	spermatogenesis associated 18 	42	2	1	1	0	0	mmu-miR-338-5p	-0.01	-0.08	N/A
Zfp248	ENSMUST00000069292.8	zinc finger protein 248 	95	2	1	0	1	0	mmu-miR-338-5p	-0.01	-0.30	N/A
Creb3l2	ENSMUST00000041093.5	cAMP responsive element binding protein 3-like 2 	655	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Hdhd2	ENSMUST00000150990.2	haloacid dehalogenase-like hydrolase domain containing 2 	1670	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.11	N/A
Ppat	ENSMUST00000140076.1	phosphoribosyl pyrophosphate amidotransferase 	2956	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Gpm6a	ENSMUST00000033915.7	glycoprotein m6a 	848	6	0	4	2	7	mmu-miR-338-5p	-0.01	-0.21	N/A
Robo2	ENSMUST00000117200.2	roundabout homolog 2 (Drosophila) 	78	2	0	2	0	4	mmu-miR-338-5p	-0.01	-0.04	N/A
Tmem174	ENSMUST00000050389.4	transmembrane protein 174 	489	9	3	1	5	1	mmu-miR-338-5p	-0.01	-0.19	N/A
Nipbl	ENSMUST00000052965.6	Nipped-B homolog (Drosophila) 	889	3	0	1	2	0	mmu-miR-338-5p	-0.01	-0.07	N/A
4933411K20Rik	ENSMUST00000034048.7	RIKEN cDNA 4933411K20 gene 	185	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Otud7b	ENSMUST00000090785.3	OTU domain containing 7B 	1151	1	1	0	0	1	mmu-miR-338-5p	-0.01	-0.03	N/A
4833424O15Rik	ENSMUST00000106473.3	RIKEN cDNA 4833424O15 gene 	5	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Ipcef1	ENSMUST00000105617.2	interaction protein for cytohesin exchange factors 1 	7	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Lhx9	ENSMUST00000019374.8	LIM homeobox protein 9 	49	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Cyp3a11	ENSMUST00000035918.7	cytochrome P450, family 3, subfamily a, polypeptide 11 	42	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.07	N/A
Nvl	ENSMUST00000027797.7	nuclear VCP-like 	537	4*	0	1	2	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Stk32a	ENSMUST00000045477.4	serine/threonine kinase 32A 	57	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Tet1	ENSMUST00000050826.8	tet methylcytosine dioxygenase 1 	33	2	1	1	0	1	mmu-miR-338-5p	-0.01	-0.05	N/A
Pbx3	ENSMUST00000113132.3	pre B cell leukemia homeobox 3 	691	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Chn1	ENSMUST00000112024.4	chimerin 1 	93	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Plekhm3	ENSMUST00000097713.1	pleckstrin homology domain containing, family M, member 3 	39	2	0	1	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Adamts20	ENSMUST00000035342.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 	24	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Prdm1	ENSMUST00000039174.5	PR domain containing 1, with ZNF domain 	54	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Tll1	ENSMUST00000066166.4	tolloid-like 	70	2	0	0	2	3	mmu-miR-338-5p	-0.01	-0.12	N/A
Ap1b1	ENSMUST00000009234.10	adaptor protein complex AP-1, beta 1 subunit 	2971	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.27	N/A
Smad9	ENSMUST00000029371.2	SMAD family member 9 	117	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Sertad4	ENSMUST00000155579.2	SERTA domain containing 4 	59	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Trdn	ENSMUST00000095762.4	triadin 	8432	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Wnt16	ENSMUST00000031681.4	wingless-related MMTV integration site 16 	9	2	0	1	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Tmx4	ENSMUST00000038228.5	thioredoxin-related transmembrane protein 4 	513	2	1	0	1	3	mmu-miR-338-5p	-0.01	-0.12	N/A
Snx21	ENSMUST00000172577.2	sorting nexin family member 21 	738	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.08	N/A
Fcho1	ENSMUST00000093444.7	FCH domain only 1 	13	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Slc10a2	ENSMUST00000023835.1	solute carrier family 10, member 2 	818	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Ism1	ENSMUST00000099307.3	isthmin 1 homolog (zebrafish) 	101	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Nxpe5	ENSMUST00000159964.1	neurexophilin and PC-esterase domain family, member 5 	12	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Arxes2	ENSMUST00000058119.8	adipocyte-related X-chromosome expressed sequence 2 	4200	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.07	N/A
Cntnap2	ENSMUST00000114641.2	contactin associated protein-like 2 	89	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Opa1	ENSMUST00000160597.2	optic atrophy 1 	2960	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Rfwd2	ENSMUST00000076894.5	ring finger and WD repeat domain 2 	220	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.24	N/A
Calu	ENSMUST00000031779.11	calumenin 	46	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Krba1	ENSMUST00000114572.4	KRAB-A domain containing 1 	307	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.26	N/A
Plekhf2	ENSMUST00000054776.3	pleckstrin homology domain containing, family F (with FYVE domain) member 2 	208	2	1	0	1	0	mmu-miR-338-5p	-0.01	-0.14	N/A
Usp46	ENSMUST00000119154.2	ubiquitin specific peptidase 46 	244	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Gm10699	ENSMUST00000098916.2	predicted gene 10699 	38	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Ndufaf7	ENSMUST00000024887.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7 	655	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.05	N/A
Zc3hav1l	ENSMUST00000058524.2	zinc finger CCCH-type, antiviral 1-like 	144	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Plcg1	ENSMUST00000109462.2	phospholipase C, gamma 1 	1177	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Maneal	ENSMUST00000064444.7	mannosidase, endo-alpha-like 	10	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Cdc27	ENSMUST00000093923.3	cell division cycle 27 	1040	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Pyhin1	ENSMUST00000056071.7	pyrin and HIN domain family, member 1 	28	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Grin2a	ENSMUST00000115835.2	glutamate receptor, ionotropic, NMDA2A (epsilon 1) 	6	4	1	2	1	2	mmu-miR-338-5p	-0.01	-0.08	N/A
Rbm25	ENSMUST00000048155.10	RNA binding motif protein 25 	3411	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Zbtb1	ENSMUST00000042779.3	zinc finger and BTB domain containing 1 	247	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Dhx40	ENSMUST00000018569.8	DEAH (Asp-Glu-Ala-His) box polypeptide 40 	736	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Tmem178b	ENSMUST00000061740.7	transmembrane protein 178B 	8	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Lurap1	ENSMUST00000030469.4	leucine rich adaptor protein 1 	175	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Dach2	ENSMUST00000113380.2	dachshund 2 (Drosophila) 	39	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.09	N/A
P2ry2	ENSMUST00000037540.3	purinergic receptor P2Y, G-protein coupled 2 	184	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Abi2	ENSMUST00000052332.9	abl-interactor 2 	208	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
St8sia1	ENSMUST00000032421.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	150	2	0	1	1	3	mmu-miR-338-5p	-0.01	-0.03	N/A
Pon2	ENSMUST00000057792.8	paraoxonase 2 	747	3	1	0	2	0	mmu-miR-338-5p	-0.01	-0.15	N/A
Lnp	ENSMUST00000064503.7	limb and neural patterns 	698	3	1	2	0	2	mmu-miR-338-5p	-0.01	-0.07	N/A
Cyp4f39	ENSMUST00000003413.6	cytochrome P450, family 4, subfamily f, polypeptide 39 	116	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Foxp2	ENSMUST00000115477.2	forkhead box P2 	105	1	0	0	1	3	mmu-miR-338-5p	-0.01	-0.01	N/A
Zfp39	ENSMUST00000102703.1	zinc finger protein 39 	82	3	0	1	2	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Kdm5b	ENSMUST00000112198.2	lysine (K)-specific demethylase 5B 	613	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Pdp2	ENSMUST00000059588.6	pyruvate dehyrogenase phosphatase catalytic subunit 2 	672	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Lrrn4	ENSMUST00000049787.2	leucine rich repeat neuronal 4 	558	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Ankrd28	ENSMUST00000014640.7	ankyrin repeat domain 28 	256	2	0	0	2	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Pfn4	ENSMUST00000020967.5	profilin family, member 4 	41	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.26	N/A
Aass	ENSMUST00000031707.8	aminoadipate-semialdehyde synthase 	3788	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Akr1c12	ENSMUST00000021632.3	aldo-keto reductase family 1, member C12 	91	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Pten	ENSMUST00000013807.7	phosphatase and tensin homolog 	1182	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Sema3a	ENSMUST00000030714.7	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	440	5	0	4	1	1	mmu-miR-338-5p	-0.01	-0.14	N/A
Megf9	ENSMUST00000107359.3	multiple EGF-like-domains 9 	748	1	0	0	1	4	mmu-miR-338-5p	-0.01	-0.02	N/A
Crem	ENSMUST00000151311.2	cAMP responsive element modulator 	751	3	1	0	2	1	mmu-miR-338-5p	-0.01	-0.06	N/A
Sh3bp4	ENSMUST00000066279.5	SH3-domain binding protein 4 	796	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Grap2	ENSMUST00000043149.7	GRB2-related adaptor protein 2 	31	2	0	2	0	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Plxna2	ENSMUST00000027952.6	plexin A2 	65	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Megf6	ENSMUST00000030897.9	multiple EGF-like-domains 6 	119	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Ttc33	ENSMUST00000118193.2	tetratricopeptide repeat domain 33 	2298	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.41	N/A
Aebp2	ENSMUST00000032359.9	AE binding protein 2 	5753	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.13	N/A
Rdh14	ENSMUST00000020947.5	retinol dehydrogenase 14 (all-trans and 9-cis) 	1825	2	0	2	0	4	mmu-miR-338-5p	-0.01	-1.01	N/A
Prok2	ENSMUST00000032152.9	prokineticin 2 	6	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Galnt1	ENSMUST00000000430.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 	1815	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Zbtb44	ENSMUST00000115222.3	zinc finger and BTB domain containing 44 	1220	2	0	0	2	3	mmu-miR-338-5p	-0.01	-0.02	N/A
Larp4	ENSMUST00000057632.9	La ribonucleoprotein domain family, member 4 	11	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Aldh3a2	ENSMUST00000074127.8	aldehyde dehydrogenase family 3, subfamily A2 	1374	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Serpina1f	ENSMUST00000117053.2	serine (or cysteine) peptidase inhibitor, clade A, member 1F 	20	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Myocd	ENSMUST00000102635.4	myocardin 	102	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Fut8	ENSMUST00000062804.7	fucosyltransferase 8 	127	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.10	N/A
Gdpd5	ENSMUST00000037528.8	glycerophosphodiester phosphodiesterase domain containing 5 	225	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.19	N/A
Ints12	ENSMUST00000029650.8	integrator complex subunit 12 	317	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Arf6	ENSMUST00000050063.7	ADP-ribosylation factor 6 	7930	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
E130311K13Rik	ENSMUST00000061706.6	RIKEN cDNA E130311K13 gene 	56	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Atf6	ENSMUST00000027974.6	activating transcription factor 6 	1435	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Pcnx	ENSMUST00000021567.5	pecanex homolog (Drosophila) 	657	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Zfp846	ENSMUST00000115557.3	zinc finger protein 846 	264	2	1	1	0	3	mmu-miR-338-5p	-0.01	-0.06	N/A
Rassf6	ENSMUST00000031317.6	Ras association (RalGDS/AF-6) domain family member 6 	24	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Lrig2	ENSMUST00000046316.6	leucine-rich repeats and immunoglobulin-like domains 2 	154	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Atf7ip	ENSMUST00000032335.7	activating transcription factor 7 interacting protein 	1193	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Acnat2	ENSMUST00000081541.3	acyl-coenzyme A amino acid N-acyltransferase 2 	356	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Mlkl	ENSMUST00000056157.8	mixed lineage kinase domain-like 	33	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.05	N/A
